"","PROTID","X2021_01_20_CORALEGGS_10B_23_NUMSPECSTOT","X2021_01_20_CORALEGGS_10NB_13_NUMSPECSTOT","X2021_01_20_CORALEGGS_13B_07_NUMSPECSTOT","X2021_01_20_CORALEGGS_13NB_22_NUMSPECSTOT","X2021_01_20_CORALEGGS_21B_17_NUMSPECSTOT","X2021_01_20_CORALEGGS_21NB_09_NUMSPECSTOT","X2021_01_20_CORALEGGS_26B_21_NUMSPECSTOT","X2021_01_20_CORALEGGS_26NB_15_NUMSPECSTOT","X2021_01_20_CORALEGGS_66B_14_NUMSPECSTOT","X2021_01_20_CORALEGGS_66NB_16_NUMSPECSTOT","X2021_01_20_CORALEGGS_74B_08_NUMSPECSTOT","X2021_01_20_CORALEGGS_74NB_20_NUMSPECSTOT"
"1","RZO77719.1",1,3,4,3,4,4,1,2,2,3,3,2
"2","WP_089370772.1",2,2,1,1,1,1,2,1,1,2,1,2
"3","lcl|c232660_g2_i7|m.17650",1,1,2,3,1,1,2,1,2,2,1,2
"4","lcl|c232843_g1_i4|m.17830",11,14,13,13,14,10,13,15,11,17,12,14
"5","lcl|c232847_g2_i2|m.17831",5,6,4,3,3,4,3,4,3,5,3,5
"6","lcl|c226607_g5_i2|m.11621",4,5,4,4,4,3,2,5,3,6,4,4
"7","lcl|c232854_g3_i11|m.17840",3,3,3,2,1,3,3,4,5,2,4,3
"8","lcl|c232855_g5_i1|m.17841",2,1,1,1,1,1,2,2,2,1,2,1
"9","lcl|c232899_g1_i2|m.17887",5,6,3,4,4,3,5,3,3,6,3,4
"10","lcl|c232931_g1_i10|m.17922",3,2,2,2,2,2,1,2,3,2,2,2
"11","lcl|c232983_g2_i2|m.17991",3,2,2,2,2,3,2,1,3,2,2,3
"12","lcl|c233012_g3_i3|m.18031",12,14,12,11,6,10,8,12,9,12,11,13
"13","lcl|c233024_g1_i6|m.18051",7,5,11,8,9,9,6,6,8,9,9,9
"14","lcl|c233030_g2_i3|m.18059",3,4,3,6,5,6,5,5,6,6,8,5
"15","lcl|c215819_g3_i2|m.4218",1,1,2,2,0,0,1,0,3,2,2,2
"16","lcl|c233068_g2_i3|m.18101",26,32,26,25,28,34,26,39,39,47,42,41
"17","lcl|c233068_g2_i1|m.18098",26,31,25,22,23,30,23,33,37,41,38,34
"18","lcl|c233068_g3_i4|m.18107",4,2,4,4,0,1,4,6,1,2,7,5
"19","lcl|c233095_g1_i10|m.18140",1,1,0,2,2,0,1,2,0,2,1,2
"20","lcl|c233142_g2_i1|m.18198",3,7,2,2,3,3,2,2,3,2,5,6
"21","lcl|c233235_g3_i2|m.18302",2,2,2,2,3,2,2,2,2,2,2,2
"22","lcl|c233287_g2_i1|m.18368",13,9,9,11,11,13,5,6,9,13,13,10
"23","lcl|c233306_g1_i2|m.18390",11,14,10,12,15,11,10,14,14,15,15,11
"24","lcl|c233334_g2_i12|m.18425",2,1,0,0,0,0,0,0,0,0,0,0
"25","lcl|c233430_g8_i1|m.18545",4,3,5,4,1,2,1,0,0,2,4,4
"26","lcl|c233440_g1_i12|m.18566",2,2,1,0,0,1,2,1,2,1,1,1
"27","lcl|c233481_g5_i1|m.18601",4,4,3,3,4,4,4,3,4,3,4,4
"28","lcl|c215953_g5_i6|m.4317",1,2,2,3,3,2,2,2,2,3,1,2
"29","lcl|c233603_g4_i1|m.18756",2,2,2,1,2,2,2,2,1,1,2,1
"30","lcl|c233767_g1_i3|m.18989",11,8,6,7,10,10,9,14,11,13,12,13
"31","lcl|c233774_g10_i4|m.19004",0,2,3,2,2,3,2,4,1,3,2,2
"32","lcl|c233784_g1_i2|m.19012",0,0,0,2,3,3,1,2,2,2,4,2
"33","lcl|c233811_g4_i2|m.19026",1,2,2,2,2,2,4,2,1,2,2,1
"34","lcl|c233948_g1_i2|m.19238",23,16,17,16,20,26,22,22,19,26,19,21
"35","lcl|c233953_g2_i3|m.19243",2,3,2,2,2,2,0,1,3,1,2,2
"36","lcl|c234054_g3_i2|m.19385",22,16,9,14,9,17,11,18,11,17,20,19
"37","lcl|c229532_g3_i4|m.14360",16,15,11,16,12,14,10,14,14,16,24,16
"38","A0A1Q9CCL7",2,2,2,3,1,1,1,1,1,1,1,1
"39","A0A1Q9DQG6",0,1,1,0,1,1,1,1,1,1,1,1
"40","Q76EI0",1,2,3,5,2,1,0,3,1,2,1,1
"41","Q7XJJ3",1,2,2,4,1,1,0,2,1,1,1,1
"42","lcl|c234082_g2_i6|m.19416",1,2,1,3,2,1,1,0,1,3,3,5
"43","lcl|c234177_g2_i1|m.19581",4,3,1,2,1,2,1,2,4,2,3,3
"44","lcl|c234226_g1_i1|m.19634",1,0,0,0,3,2,3,1,1,2,2,1
"45","lcl|c234421_g4_i7|m.19822",3,4,1,4,3,3,3,1,1,3,0,2
"46","lcl|c234522_g3_i2|m.19927",4,2,4,3,7,4,1,0,2,3,6,5
"47","lcl|c234533_g4_i3|m.19947",12,13,10,10,9,8,8,17,10,11,18,13
"48","lcl|c234626_g4_i3|m.20042",18,12,14,19,15,11,16,16,12,13,22,21
"49","lcl|c229538_g7_i4|m.14373",3,5,3,1,3,6,2,4,5,5,4,3
"50","A0A1Q9DKI8",0,3,3,4,4,1,4,3,2,1,4,2
"51","lcl|c234643_g1_i12|m.20068",2,2,1,1,2,2,3,2,4,3,2,2
"52","lcl|c234643_g1_i7|m.20081",3,4,3,3,3,3,2,3,3,3,5,4
"53","lcl|c234643_g1_i2|m.20073",3,2,2,3,2,2,3,4,4,4,3,4
"54","lcl|c234643_g1_i6|m.20078",2,3,1,1,1,2,1,2,2,1,3,3
"55","lcl|c234789_g3_i1|m.20259",12,15,14,17,13,15,4,6,9,20,19,21
"56","lcl|c234851_g1_i2|m.20336",3,1,0,2,1,1,1,2,1,1,2,1
"57","lcl|c215979_g1_i4|m.4328",0,1,2,2,3,3,1,0,0,1,0,3
"58","lcl|c234869_g3_i5|m.20367",2,0,1,1,2,1,1,0,1,2,2,1
"59","lcl|c234898_g1_i3|m.20394",3,1,3,3,1,3,3,5,3,2,3,0
"60","lcl|c234934_g3_i3|m.20432",15,7,13,11,10,11,10,17,12,9,15,10
"61","lcl|c235089_g1_i3|m.20552",5,5,4,5,3,5,3,6,3,4,4,5
"62","lcl|c235184_g7_i1|m.20675",5,8,5,5,4,7,4,8,6,5,5,6
"63","lcl|c235283_g6_i2|m.20781",3,4,8,5,7,7,3,0,2,7,5,5
"64","lcl|c235376_g2_i1|m.20864",4,3,4,4,2,3,5,7,2,2,3,4
"65","lcl|c235506_g6_i4|m.20981",2,1,1,0,0,1,0,1,0,1,0,0
"66","lcl|c235548_g1_i1|m.21054",3,3,1,4,3,2,5,3,5,4,3,4
"67","lcl|c235670_g8_i2|m.21195",3,8,12,11,11,7,0,0,0,8,6,13
"68","lcl|c215979_g2_i1|m.4331",0,1,3,2,4,3,0,0,1,4,3,3
"69","lcl|c236134_g1_i2|m.21741",8,12,16,12,10,13,10,14,12,16,14,22
"70","lcl|c236138_g1_i3|m.21749",9,6,8,11,8,4,10,5,5,5,7,9
"71","lcl|c236195_g2_i4|m.21823",0,0,0,0,0,0,1,0,0,0,4,3
"72","lcl|c236195_g2_i1|m.21821",0,0,0,0,0,0,2,1,0,0,0,0
"73","lcl|c236234_g4_i10|m.21877",2,4,1,2,4,4,0,1,4,4,0,3
"74","lcl|c236239_g1_i2|m.21882",2,2,1,0,1,1,2,2,3,3,3,2
"75","lcl|c236250_g3_i7|m.21896",6,6,4,4,5,4,4,4,5,4,7,5
"76","lcl|c236256_g2_i1|m.21902",8,8,7,6,10,10,11,11,10,12,12,12
"77","lcl|c236262_g1_i17|m.21911",8,6,11,13,6,7,15,6,10,12,12,13
"78","lcl|c236356_g1_i1|m.22029",2,2,1,1,0,1,2,1,1,0,1,0
"79","lcl|c236405_g2_i1|m.22075",0,0,0,0,0,1,0,1,1,1,0,0
"80","lcl|c236511_g2_i2|m.22191",7,8,6,6,5,9,7,8,5,6,6,3
"81","lcl|c236542_g2_i1|m.22226",3,1,1,3,1,2,2,2,2,1,1,3
"82","lcl|c236660_g2_i1|m.22378",2,0,0,1,1,2,1,1,3,2,2,3
"83","lcl|c236859_g1_i3|m.22625",2,2,2,1,1,2,2,1,1,1,1,2
"84","lcl|c236892_g3_i5|m.22669",3,2,3,2,3,3,2,2,3,2,5,6
"85","lcl|c236909_g3_i2|m.22685",4,6,6,7,7,8,4,4,4,9,5,11
"86","lcl|c184118_g1_i1|m.691",3,4,4,6,6,6,3,4,3,5,4,5
"87","lcl|c236955_g1_i2|m.22718",0,1,1,1,0,1,0,1,1,0,0,1
"88","lcl|c236976_g1_i1|m.22752",12,9,5,8,7,7,7,13,8,12,12,13
"89","lcl|c236976_g1_i6|m.22753",10,7,4,7,6,5,5,8,7,9,9,10
"90","lcl|c237191_g2_i5|m.23010",12,10,5,7,8,13,7,14,11,8,12,8
"91","lcl|c237237_g1_i5|m.23062",4,3,5,3,1,3,4,5,2,5,4,4
"92","lcl|c237550_g1_i1|m.23390",1,1,0,2,2,0,2,0,2,2,1,0
"93","lcl|c237578_g2_i2|m.23441",4,2,0,3,1,2,2,2,0,2,2,1
"94","lcl|c237814_g2_i2|m.23785",15,13,7,9,9,12,10,17,5,7,11,13
"95","lcl|c237814_g2_i1|m.23784",13,9,9,5,8,10,10,16,4,3,14,10
"96","lcl|c237814_g2_i4|m.23787",7,7,7,6,9,7,7,9,6,6,10,7
"97","lcl|c237955_g4_i3|m.23932",0,0,2,1,0,0,2,1,0,0,2,0
"98","lcl|c237969_g1_i5|m.23942",4,3,1,0,2,1,0,1,2,3,1,0
"99","lcl|c238054_g2_i6|m.24053",1,1,1,1,0,2,0,2,2,1,2,1
"100","lcl|c238111_g1_i1|m.24102",11,9,7,4,6,4,3,6,3,6,4,5
"101","lcl|c238364_g3_i7|m.24424",5,3,0,1,0,4,2,2,4,1,6,3
"102","lcl|c216124_g1_i2|m.4405",2,2,3,2,2,2,1,1,1,2,2,3
"103","lcl|c238381_g2_i1|m.24446",3,2,4,1,3,1,3,2,4,3,2,3
"104","lcl|c243357_g2_i4|m.30881",4,4,1,1,1,2,4,2,3,3,2,1
"105","lcl|c238429_g5_i1|m.24515",10,4,6,7,7,9,11,11,8,10,11,7
"106","lcl|c238537_g2_i6|m.24628",29,25,18,23,23,30,26,32,24,26,28,20
"107","lcl|c229550_g1_i3|m.14393",5,6,4,7,7,6,7,7,8,7,6,7
"108","A0A1Q9CZI0",2,1,1,1,2,1,2,1,2,1,2,1
"109","lcl|c238676_g4_i3|m.24804",8,5,9,10,7,8,9,7,9,7,8,9
"110","lcl|c238677_g1_i1|m.24810",4,3,6,5,7,7,1,3,2,5,4,6
"111","lcl|c238681_g1_i11|m.24819",4,3,4,5,3,5,3,4,6,5,5,5
"112","lcl|c238826_g2_i1|m.24957",4,2,3,2,3,2,3,3,2,2,3,4
"113","lcl|c238903_g3_i2|m.25053",8,7,4,3,5,7,10,8,7,6,7,9
"114","lcl|c238912_g1_i4|m.25063",7,1,5,7,1,0,5,5,6,3,7,5
"115","lcl|c238912_g1_i10|m.25059",5,2,1,3,2,2,2,2,1,1,3,4
"116","lcl|c238912_g1_i3|m.25061",4,0,3,3,0,0,4,3,3,2,3,3
"117","lcl|c238994_g2_i3|m.25167",1,2,0,1,2,1,2,1,2,2,4,4
"118","lcl|c239136_g4_i3|m.25338",3,1,1,1,0,1,1,2,3,2,1,0
"119","lcl|c239240_g3_i4|m.25490",8,10,7,8,8,9,9,11,9,9,9,8
"120","lcl|c239381_g2_i1|m.25706",3,4,5,7,5,6,6,7,6,7,7,8
"121","lcl|c239436_g1_i2|m.25787",0,0,2,1,2,1,1,0,0,1,0,1
"122","lcl|c239543_g6_i2|m.25954",2,2,1,2,1,0,3,2,4,2,1,3
"123","lcl|c239662_g2_i17|m.26115",0,2,4,3,4,3,2,3,5,4,3,3
"124","lcl|c239722_g4_i5|m.26254",2,5,3,3,4,4,4,4,2,2,2,3
"125","lcl|c239816_g8_i3|m.26354",3,4,7,7,2,4,5,4,4,3,3,2
"126","lcl|c239816_g8_i1|m.26351",2,2,4,4,2,3,3,2,2,1,2,1
"127","lcl|c239956_g2_i4|m.26561",6,4,3,4,3,6,3,5,4,3,4,4
"128","WP_109670210.1",0,0,0,1,0,0,0,0,0,0,1,0
"129","lcl|c216194_g2_i1|m.4425",7,4,5,4,5,3,3,8,4,4,5,6
"130","lcl|c240077_g1_i1|m.26736",1,1,1,1,3,2,2,0,2,1,1,4
"131","lcl|c240128_g3_i1|m.26827",4,3,2,2,1,5,4,1,5,4,4,4
"132","lcl|c240158_g2_i1|m.26858",5,3,4,4,3,6,0,3,3,4,5,4
"133","lcl|c240259_g4_i3|m.26973",0,0,1,1,2,2,1,1,0,1,2,2
"134","lcl|c240370_g1_i1|m.27121",7,3,5,5,6,7,3,7,3,5,10,6
"135","lcl|c240440_g6_i6|m.27259",21,14,14,10,12,17,11,15,15,19,17,15
"136","lcl|c240612_g3_i13|m.27477",0,1,4,6,4,5,1,1,2,2,3,4
"137","lcl|c240621_g3_i2|m.27488",0,1,1,2,0,0,0,2,1,2,2,2
"138","lcl|c229261_g2_i4|m.14109",1,1,1,2,0,0,1,2,1,1,1,2
"139","lcl|c240688_g3_i1|m.27609",14,12,9,10,11,12,10,13,12,14,10,15
"140","lcl|c216201_g2_i1|m.4428",1,2,2,1,2,2,1,2,1,2,2,3
"141","lcl|c240699_g3_i15|m.27615",8,8,4,7,4,11,4,9,6,8,9,12
"142","lcl|c240711_g1_i2|m.27634",3,3,4,1,1,1,3,5,2,2,2,0
"143","lcl|c240718_g1_i1|m.27651",0,0,2,3,1,1,0,0,0,0,0,0
"144","lcl|c240720_g1_i3|m.27662",41,29,21,30,32,30,32,42,38,31,38,35
"145","lcl|c206351_g3_i3|m.1527",3,3,1,3,1,0,3,1,2,3,2,2
"146","lcl|c240732_g2_i4|m.27676",2,4,2,2,2,4,1,3,4,3,2,4
"147","lcl|c240846_g1_i2|m.27805",3,2,1,1,1,1,1,1,1,1,1,2
"148","lcl|c240852_g1_i3|m.27810",8,5,6,5,4,4,3,8,5,7,7,8
"149","lcl|c238296_g3_i2|m.24349",3,1,1,0,0,1,1,2,0,1,2,2
"150","lcl|c240877_g2_i2|m.27858",3,2,2,1,2,1,1,1,1,4,3,3
"151","lcl|c240887_g1_i1|m.27877",4,3,4,1,4,2,3,4,4,5,3,3
"152","lcl|c240887_g1_i5|m.27881",3,2,2,1,3,3,1,2,2,3,2,3
"153","lcl|c240943_g2_i3|m.27981",0,0,0,1,1,0,1,1,1,0,0,2
"154","lcl|c216308_g5_i4|m.4526",4,3,4,5,2,2,4,4,3,3,2,5
"155","lcl|c241114_g1_i2|m.28195",2,0,4,4,5,5,0,1,2,3,4,6
"156","lcl|c241174_g2_i10|m.28286",1,3,3,2,2,2,1,1,3,4,4,5
"157","lcl|c241252_g2_i5|m.28366",3,2,4,3,5,3,3,2,4,3,3,3
"158","lcl|c241378_g5_i4|m.28499",0,3,2,1,1,0,0,1,2,2,1,1
"159","lcl|c241444_g1_i2|m.28576",12,10,8,8,12,8,11,13,13,10,11,8
"160","lcl|c241803_g5_i1|m.28948",1,3,4,2,5,4,1,0,0,3,2,4
"161","lcl|c241874_g1_i11|m.29053",6,4,4,3,5,3,3,4,4,5,3,3
"162","lcl|c241874_g1_i1|m.29042",5,4,3,3,5,2,3,4,4,8,5,5
"163","lcl|c241874_g1_i1|m.29044",1,2,1,2,1,1,1,1,1,2,3,1
"164","lcl|c241916_g1_i1|m.29146",5,5,4,3,3,3,4,3,2,4,4,4
"165","lcl|c241916_g1_i7|m.29148",3,3,2,1,1,3,3,2,3,2,3,3
"166","lcl|c216448_g1_i1|m.4592",4,6,3,4,4,3,3,4,2,3,3,3
"167","lcl|c242373_g3_i2|m.29725",6,8,8,5,5,8,3,7,7,10,9,10
"168","lcl|c242605_g3_i3|m.30024",1,0,2,3,0,0,1,1,2,2,0,1
"169","lcl|c242633_g1_i1|m.30058",20,16,11,15,11,12,16,17,13,18,16,18
"170","lcl|c242709_g1_i2|m.30167",2,1,1,1,1,1,0,1,2,1,2,2
"171","lcl|c242743_g1_i1|m.30188",36,30,32,33,25,32,32,45,33,42,41,42
"172","lcl|c242868_g4_i4|m.30303",5,7,8,12,11,10,4,10,10,14,11,13
"173","lcl|c242894_g3_i1|m.30343",4,3,4,5,2,3,3,2,1,2,2,1
"174","lcl|c242924_g1_i1|m.30399",5,8,4,6,6,4,3,7,6,5,5,3
"175","lcl|c243010_g3_i1|m.30515",4,5,9,7,8,6,2,4,4,8,7,9
"176","lcl|c216467_g10_i1|m.4595",0,0,3,6,3,4,6,5,0,0,0,0
"177","lcl|c243059_g4_i3|m.30568",1,1,3,2,2,3,3,2,0,1,2,3
"178","lcl|c243393_g3_i1|m.30930",8,4,7,7,6,6,4,10,5,8,9,8
"179","lcl|c224624_g2_i1|m.10023",4,5,6,5,5,3,4,3,3,5,5,5
"180","lcl|c235513_g2_i1|m.20994",4,5,3,3,4,3,3,5,5,4,4,4
"181","lcl|c224624_g4_i1|m.10025",3,4,2,3,3,4,3,4,3,3,3,4
"182","A0A1Q9E3T1",2,2,2,2,2,1,2,3,2,3,2,3
"183","lcl|c243476_g1_i5|m.31012",2,1,1,1,2,1,5,2,2,1,0,1
"184","lcl|c243493_g3_i2|m.31028",6,4,4,6,5,5,4,6,5,4,6,7
"185","lcl|c243724_g1_i1|m.31250",1,1,0,0,1,1,0,0,2,1,1,1
"186","lcl|c243813_g3_i2|m.31355",4,1,4,4,1,3,2,3,3,4,3,3
"187","lcl|c243899_g1_i1|m.31481",85,78,68,74,64,84,79,108,60,66,93,87
"188","lcl|c243899_g1_i1|m.31483",2,2,2,2,2,2,3,4,2,1,1,4
"189","lcl|c318732_g1_i1|m.32501",5,2,3,6,4,3,6,3,4,3,5,6
"190","lcl|c216467_g8_i2|m.4597",0,0,1,2,1,0,3,1,0,0,0,0
"191","P51874",13,12,36,27,22,21,10,14,11,13,11,13
"192","W0U0M6",11,12,26,25,19,18,11,13,13,17,11,12
"193","Q8H1I6",13,11,24,18,18,18,11,16,12,18,11,13
"194","Q8H1K1",5,6,21,20,14,12,5,6,6,7,6,6
"195","G9I8Q8",8,7,17,9,10,10,7,9,9,9,8,9
"196","G9I8M3",8,11,7,8,11,12,8,10,10,11,10,9
"197","G9I8N4",7,9,8,9,11,10,6,8,8,10,8,7
"198","G9I8T2",12,12,26,21,19,19,11,13,13,17,11,12
"199","Q8H1I5",4,5,17,13,11,11,4,6,6,7,3,5
"200","Q8H1I9",7,7,16,16,14,13,6,8,7,10,7,6
"201","G9I8B1",7,9,9,10,10,10,6,8,8,10,8,7
"202","Q8GTI9",4,5,5,5,4,5,3,5,4,7,3,3
"203","Q8GTH8",2,2,2,2,2,2,3,1,2,2,2,2
"204","Q41406",6,5,4,8,8,6,2,7,3,3,5,4
"205","A0A1Q9DR48",3,3,0,2,1,1,2,1,1,1,1,1
"206","T1PVA4",1,2,1,4,4,4,0,3,0,1,1,2
"207","A0A1Q9F6P7",3,3,0,1,1,1,1,1,2,1,1,1
"208","A0A060BFZ1",1,0,2,2,0,1,2,0,1,1,1,1
"209","A0A0A0N2N8",2,2,4,2,1,1,2,4,1,1,1,3
"210","A0A0A0N2T0",1,1,5,2,2,3,2,1,1,0,3,1
"211","A0A1Q9C1P9",1,1,3,2,3,2,1,1,3,1,2,2
"212","A0A1Q9C7N1",15,17,16,23,18,23,13,16,16,21,18,19
"213","A0A1Q9C885",8,11,10,9,8,5,9,9,10,9,6,10
"214","A0A1Q9CVG7",5,7,9,3,6,5,4,5,4,5,5,6
"215","E0WED2",5,7,10,10,8,4,6,7,7,7,4,7
"216","E0WEC7",3,3,9,8,3,3,3,3,3,2,3,2
"217","E0WED5",4,2,5,8,5,4,2,2,3,3,4,3
"218","A0A1Q9DYG4",6,6,3,2,4,3,5,5,5,4,6,4
"219","A0A1Q9C7X7",0,0,7,8,2,1,0,0,0,0,0,0
"220","E0WED1",2,1,4,4,3,2,1,1,1,2,2,1
"221","A0A1Q9DSM1",2,2,6,5,3,1,2,3,3,3,1,3
"222","A0A1Q9F016",2,2,1,2,2,1,2,2,2,2,2,2
"223","A0A1Q9CMD4",2,2,1,0,2,2,2,2,2,2,2,2
"224","lcl|c216470_g1_i10|m.4604",2,1,1,1,2,1,2,2,1,1,2,2
"225","A0A1Q9CBC6",7,6,7,9,8,5,8,8,7,6,6,5
"226","A0A1Q9D7G5",5,4,3,4,4,3,4,4,4,3,3,3
"227","WP_022693691.1",3,4,3,4,4,4,5,3,4,4,4,4
"228","A0A1Q9DYJ8",0,0,0,0,0,0,2,1,0,1,1,0
"229","WP_027137498.1",4,4,4,4,3,3,3,4,4,3,4,4
"230","WP_013065971.1",4,4,3,4,3,2,4,4,5,3,4,4
"231","A0A1Q9CDH4",0,0,2,1,0,0,0,0,0,0,0,0
"232","A0A1Q9CHC2",1,2,2,2,2,2,1,2,1,1,1,1
"233","A0A1Q9CQG9",1,2,2,3,1,1,1,2,1,1,1,1
"234","A0A1Q9CHP1",1,2,2,2,1,1,1,2,1,1,2,1
"235","A0A1Q9CPY5",8,10,11,14,14,14,10,7,8,9,10,12
"236","A0A1Q9DQX7",7,9,7,9,13,10,8,5,7,8,6,9
"237","A0A1Q9C9D1",7,10,9,12,14,12,8,5,7,8,8,10
"238","A0A1Q9CRH0",2,1,1,1,2,1,1,1,1,2,1,2
"239","A0A1Q9CVS1",1,2,1,1,1,1,2,1,1,1,1,1
"240","A0A1Q9CZF9",0,0,3,2,1,1,1,1,2,1,1,0
"241","A0A1Q9D1Z6",0,1,0,0,0,0,0,0,0,2,0,1
"242","A0A1Q9D382",0,0,1,2,0,0,0,0,0,0,0,0
"243","A0A1Q9D779",2,1,4,1,2,2,0,0,1,1,2,1
"244","A0A1Q9DLC5",1,3,3,3,2,1,1,4,2,3,2,2
"245","A0A1Q9E2U7",9,8,8,7,7,7,6,6,7,8,8,8
"246","WP_115937307.1",8,8,8,6,7,7,6,5,5,8,8,9
"247","WP_058239564.1",7,6,8,6,7,6,6,7,5,7,6,8
"248","WP_109760918.1",7,6,8,6,7,6,6,7,5,8,6,7
"249","WP_105734303.1",7,5,8,6,7,6,5,5,4,6,6,6
"250","WP_109684014.1",3,3,3,3,3,3,4,3,2,3,3,3
"251","A0A1Q9EFP5",1,2,2,2,1,2,3,4,1,2,2,2
"252","A0A1Q9EQG6",0,0,1,0,0,1,0,0,0,0,0,1
"253","A0A1Q9F1Q8",2,1,0,1,1,1,0,1,0,2,1,0
"254","D1MW22",3,3,3,4,1,3,1,1,1,2,3,2
"255","E0WEC9",3,2,6,3,3,2,2,2,2,3,3,2
"256","A0A1Q9D7P1",2,1,3,3,3,2,3,1,1,2,2,2
"257","lcl|c216567_g2_i2|m.4643",0,1,1,2,6,6,0,0,0,2,2,4
"258","E0WED6",0,0,1,2,0,0,0,0,0,0,0,0
"259","E0WED8",1,1,1,3,1,1,1,1,1,1,1,1
"260","Q2XWU1",4,6,6,7,6,7,5,5,6,6,6,6
"261","lcl|c222682_g3_i1|m.8524",3,4,2,3,2,2,1,3,3,2,2,2
"262","Q7XJJ4",2,3,5,3,2,3,3,4,3,1,3,2
"263","Q76EH9",1,2,4,1,3,1,2,3,1,0,2,2
"264","R4QWT4",2,0,6,5,1,1,2,3,2,1,1,1
"265","U6EFN7",5,4,7,7,4,5,4,5,4,4,5,6
"266","Q5DWS8",4,5,3,4,4,5,3,5,3,4,4,5
