"","PROTID","X2021_01_20_CORALEGGS_10B_23_NUMSPECSTOT","X2021_01_20_CORALEGGS_10NB_13_NUMSPECSTOT","X2021_01_20_CORALEGGS_13B_07_NUMSPECSTOT","X2021_01_20_CORALEGGS_13NB_22_NUMSPECSTOT","X2021_01_20_CORALEGGS_21B_17_NUMSPECSTOT","X2021_01_20_CORALEGGS_21NB_09_NUMSPECSTOT","X2021_01_20_CORALEGGS_26B_21_NUMSPECSTOT","X2021_01_20_CORALEGGS_26NB_15_NUMSPECSTOT","X2021_01_20_CORALEGGS_66B_14_NUMSPECSTOT","X2021_01_20_CORALEGGS_66NB_16_NUMSPECSTOT","X2021_01_20_CORALEGGS_74B_08_NUMSPECSTOT","X2021_01_20_CORALEGGS_74NB_20_NUMSPECSTOT"
"267","Q5DWT3",4,4,5,5,3,5,3,4,3,3,4,4
"268","U6EFR9",2,0,2,2,1,1,1,1,0,0,2,2
"269","WP_034840354.1",0,0,1,0,0,1,0,0,0,1,0,0
"270","WP_105001251.1",0,0,0,0,1,0,0,1,1,0,0,0
"271","lcl|c216598_g2_i1|m.4667",1,2,2,2,1,2,1,1,1,1,0,1
"272","WP_109758225.1",1,0,0,0,0,0,0,0,0,0,1,0
"273","WP_115921539.1",0,0,0,0,0,0,2,0,0,0,0,0
"274","WP_162144632.1",0,0,1,0,0,0,0,1,0,0,0,0
"275","lcl|c206556_g1_i2|m.1565",1,0,1,0,1,0,1,0,1,0,2,1
"276","lcl|c208691_g4_i1|m.1828",1,1,2,1,1,1,1,1,1,1,1,1
"277","lcl|c212827_g4_i1|m.2867",0,0,0,0,1,0,0,0,0,1,0,0
"278","lcl|c213259_g2_i1|m.3003",1,0,0,0,0,0,0,0,1,1,1,1
"279","WP_212690911.1",0,0,0,0,0,0,0,0,0,2,0,0
"280","lcl|c216621_g3_i1|m.4676",7,4,3,3,6,4,5,7,3,3,6,6
"281","lcl|c215397_g1_i1|m.4004",1,1,0,0,1,1,2,1,1,1,1,1
"282","lcl|c216308_g10_i1|m.4522",1,1,1,1,1,1,2,1,1,1,0,1
"283","lcl|c216467_g8_i1|m.4596",1,1,0,0,1,1,0,0,1,2,0,0
"285","lcl|c218222_g6_i2|m.5640",0,0,0,1,0,2,0,0,0,1,1,1
"286","lcl|c221232_g2_i1|m.7495",0,0,0,0,0,0,1,0,1,0,0,0
"287","lcl|c221514_g6_i1|m.7698",1,1,1,2,0,0,1,1,2,1,1,2
"288","lcl|c222797_g7_i2|m.8616",1,1,0,1,0,2,0,0,0,1,1,1
"289","lcl|c216642_g2_i1|m.4689",1,2,1,1,0,2,1,1,1,0,3,0
"290","lcl|c224809_g3_i1|m.10148",0,0,0,0,1,1,0,0,0,1,0,2
"291","lcl|c225593_g2_i3|m.10759",0,1,1,0,2,1,0,0,0,1,1,1
"292","lcl|c226978_g9_i3|m.11996",2,0,1,1,1,1,1,0,0,1,1,1
"293","lcl|c229110_g2_i1|m.13970",0,1,1,1,1,0,0,0,1,0,1,0
"294","lcl|c230413_g1_i5|m.15274",0,2,0,1,1,1,1,2,1,1,1,1
"295","lcl|c216650_g2_i1|m.4697",2,2,1,1,2,2,1,3,3,3,4,3
"296","lcl|c230551_g2_i3|m.15412",1,1,1,0,0,1,0,0,1,1,1,1
"297","lcl|c230632_g1_i6|m.15498",1,2,0,1,1,1,0,1,1,0,0,0
"298","lcl|c231328_g4_i1|m.16133",1,1,1,2,1,1,2,0,1,1,0,1
"299","lcl|c231789_g3_i2|m.16623",0,0,0,0,1,1,0,0,2,1,1,0
"300","lcl|c232555_g1_i2|m.17516",1,0,0,0,0,0,1,0,0,1,0,0
"301","lcl|c232783_g1_i1|m.17764",0,1,0,0,0,1,0,1,1,1,1,2
"302","lcl|c233217_g1_i2|m.18284",1,2,1,1,1,0,0,0,0,1,0,1
"303","lcl|c233547_g4_i3|m.18699",1,0,1,2,0,0,2,1,1,1,1,2
"304","lcl|c216702_g5_i1|m.4730",5,3,1,4,2,2,4,2,2,3,4,6
"305","lcl|c234135_g3_i2|m.19525",0,0,2,1,1,1,1,0,0,2,1,1
"306","lcl|c234474_g1_i1|m.19866",0,2,0,0,1,0,0,1,1,0,0,0
"307","lcl|c235743_g4_i1|m.21296",0,1,0,1,1,1,1,0,1,2,1,1
"308","lcl|c235847_g2_i10|m.21377",1,1,1,1,1,1,1,1,1,1,2,1
"309","lcl|c236135_g4_i5|m.21746",0,0,2,0,1,1,0,0,0,0,1,0
"310","lcl|c236286_g4_i1|m.21959",2,0,1,0,1,0,0,0,1,0,0,1
"311","lcl|c237302_g7_i1|m.23137",0,0,0,1,0,0,2,0,1,1,0,1
"312","lcl|c216848_g3_i4|m.4809",12,7,8,6,5,6,5,9,4,8,8,11
"313","lcl|c238388_g6_i1|m.24455",1,0,0,1,1,0,2,1,0,1,0,1
"314","lcl|c238393_g3_i1|m.24472",0,0,0,0,0,1,0,1,0,0,0,1
"315","lcl|c239670_g2_i1|m.26141",0,1,1,1,0,1,1,1,0,1,1,1
"316","lcl|c240488_g1_i6|m.27324",0,0,1,0,1,2,0,0,0,0,0,0
"317","lcl|c240737_g2_i6|m.27678",0,1,0,1,1,1,0,1,1,1,1,1
"318","lcl|c241824_g2_i8|m.28976",0,0,0,1,2,2,0,0,0,1,0,1
"319","lcl|c216856_g6_i1|m.4812",1,2,1,2,1,1,0,0,0,1,1,1
"320","lcl|c242303_g4_i4|m.29632",1,1,1,1,0,1,1,0,0,2,1,2
"321","lcl|c244042_g2_i1|m.31671",1,0,1,1,1,1,0,0,1,1,0,2
"322","lcl|c244121_g1_i1|m.31770",1,1,1,1,1,2,1,1,1,1,1,1
"323","lcl|c244515_g4_i1|m.32348",2,0,0,0,1,2,1,1,1,1,1,1
"324","lcl|c98777_g1_i1|m.32741",1,1,2,1,1,2,1,1,1,1,1,1
"325","A0A1Q9CTT4",0,1,0,0,0,0,0,0,0,1,0,1
"326","A0A1Q9DKW0",1,2,1,0,1,2,0,4,1,1,2,2
"327","A0A1Q9E9V0",1,0,2,1,1,1,0,2,0,1,0,1
"328","A0A1Q9EC21",1,0,1,1,1,1,1,1,0,0,1,0
"329","lcl|c216942_g4_i3|m.4860",3,3,4,5,5,5,3,4,2,3,6,5
"330","WP_005463577.1",1,0,1,0,0,0,0,0,0,0,0,0
"331","lcl|c214821_g1_i3|m.3690",0,0,1,0,0,0,1,0,1,1,0,0
"332","lcl|c218655_g2_i5|m.5887",1,0,1,1,1,1,0,0,2,1,1,1
"333","lcl|c219088_g3_i5|m.6180",0,1,0,0,0,1,0,0,0,0,0,0
"334","lcl|c221832_g4_i5|m.7893",0,0,0,0,1,1,0,0,0,0,0,0
"335","lcl|c229494_g4_i7|m.14309",0,1,1,2,1,1,0,0,0,1,1,2
"336","lcl|c217046_g2_i2|m.4921",1,2,2,2,1,1,2,2,2,2,2,2
"337","lcl|c230276_g3_i1|m.15112",1,1,1,1,1,2,1,0,1,1,1,1
"338","lcl|c236114_g1_i1|m.21718",1,1,1,1,1,1,2,1,1,1,1,1
"339","lcl|c239835_g2_i1|m.26401",1,1,0,2,0,1,0,2,2,2,2,2
"340","A0A1Q9D706",0,0,1,1,0,0,0,0,0,1,0,0
"341","RTZ78480.1",0,2,0,0,0,0,0,0,0,0,0,0
"342","WP_066017000.1",0,0,0,0,0,1,1,1,0,0,0,1
"343","lcl|c117436_g1_i1|m.70",0,1,0,1,2,1,0,0,0,1,0,1
"344","lcl|c210228_g3_i1|m.2141",1,1,1,0,1,1,0,0,0,0,0,0
"345","lcl|c213278_g3_i2|m.3010",2,1,1,1,1,1,1,1,1,0,1,1
"346","lcl|c219809_g4_i2|m.6579",2,1,2,1,1,2,1,1,0,0,1,0
"347","lcl|c220166_g5_i1|m.6776",0,2,1,0,1,1,0,0,1,2,0,2
"348","lcl|c222730_g7_i1|m.8585",0,0,0,0,1,1,1,0,0,0,1,2
"349","lcl|c222905_g1_i3|m.8695",1,0,0,1,1,1,0,1,1,2,1,1
"350","lcl|c217447_g9_i5|m.5205",24,19,18,18,23,20,22,25,19,25,20,21
"351","lcl|c223274_g3_i1|m.8990",1,1,1,1,1,1,1,1,1,1,2,1
"352","lcl|c223775_g7_i2|m.9373",1,0,1,0,1,1,0,1,0,1,0,2
"353","lcl|c225584_g4_i4|m.10748",0,0,0,1,1,1,2,2,0,1,2,1
"354","lcl|c226592_g1_i2|m.11602",0,2,0,0,0,1,0,0,0,1,1,1
"355","lcl|c231252_g2_i1|m.16075",1,1,0,1,0,0,0,2,2,1,2,1
"356","lcl|c231482_g1_i2|m.16304",0,0,0,0,0,2,0,0,0,0,1,1
"357","lcl|c233069_g1_i3|m.18110",0,0,0,0,0,1,0,0,1,1,1,0
"358","WP_237217989.1",0,0,0,0,1,0,0,1,0,0,0,0
"359","lcl|c237420_g3_i1|m.23247",0,1,0,1,2,1,1,1,1,1,1,1
"361","lcl|c240630_g1_i1|m.27515",1,1,1,1,1,1,1,1,1,1,2,0
"362","A0A1Q9CP09",0,0,1,0,0,0,1,0,1,0,0,0
"363","A0A1Q9E1Q7",0,1,0,0,0,0,0,0,1,0,0,0
"364","lcl|c217573_g1_i1|m.5252",4,2,1,1,1,2,2,1,0,0,3,2
"365","A0A1Q9EWT8",0,0,0,0,0,0,0,2,0,0,0,0
"366","lcl|c211615_g1_i2|m.2471",0,0,1,0,0,0,0,1,1,0,1,0
"367","lcl|c230555_g2_i2|m.15415",0,1,0,2,1,1,0,0,0,1,0,1
"368","lcl|c230953_g1_i2|m.15824",1,1,0,0,0,0,1,1,1,0,0,0
"369","lcl|c231783_g1_i3|m.16612",0,0,0,0,0,0,0,1,0,0,1,2
"370","lcl|c237638_g1_i15|m.23528",1,0,1,1,1,1,0,0,2,1,1,1
"371","lcl|c238164_g1_i1|m.24182",1,1,0,1,2,1,1,0,1,1,1,1
"372","A0A1Q9D0I8",0,0,1,2,0,0,0,1,0,0,1,0
"373","A0A1Q9D502",1,0,0,0,1,0,0,0,0,0,0,0
"374","lcl|c217576_g1_i1|m.5259",1,1,4,2,4,5,4,7,0,2,5,5
"375","WP_068116143.1",0,0,1,1,1,2,0,0,0,1,0,1
"376","lcl|c232607_g4_i4|m.17601",1,2,1,0,1,1,0,0,0,1,1,0
"377","lcl|c217654_g5_i4|m.5303",4,6,7,7,6,7,4,3,3,10,7,12
"378","lcl|c202129_g1_i1|m.1242",0,1,1,2,2,1,0,1,0,0,1,2
"379","lcl|c201441_g1_i1|m.1204",0,0,1,0,1,0,1,1,0,0,0,1
"380","lcl|c210750_g1_i4|m.2274",1,0,0,2,1,0,1,1,0,0,0,0
"381","lcl|c228380_g1_i2|m.13296",0,0,1,2,1,0,1,0,0,1,0,0
"382","A0A1Q9CKP9",1,1,0,0,1,1,1,2,0,0,1,0
"383","lcl|c225902_g3_i1|m.11046",0,1,1,0,0,1,1,0,0,1,0,0
"385","lcl|c217792_g3_i1|m.5367",1,1,0,1,1,1,1,1,1,1,2,1
"386","lcl|c218043_g6_i11|m.5511",1,1,1,1,1,1,1,2,1,1,1,1
"391","lcl|c217808_g1_i5|m.5370",15,12,19,15,14,16,13,15,19,16,15,17
"392","lcl|c219842_g1_i1|m.6611",0,0,0,0,1,0,0,0,1,0,1,1
"394","lcl|c209311_g3_i4|m.1947",0,0,1,0,1,1,0,0,0,1,0,2
"396","lcl|c217834_g1_i3|m.5399",3,1,1,1,1,1,1,3,2,1,1,2
"398","lcl|c219749_g3_i4|m.6554",0,0,0,0,1,1,0,0,0,2,1,1
"403","lcl|c217887_g8_i2|m.5422",0,0,0,0,1,2,1,0,0,0,0,0
"407","lcl|c221039_g3_i2|m.7343",0,0,0,0,1,0,0,1,1,2,0,0
"410","lcl|c218043_g2_i3|m.5510",2,0,0,0,1,0,0,0,0,0,1,2
"411","lcl|c239959_g1_i6|m.26571",0,0,0,0,0,2,0,0,0,1,0,0
"412","lcl|c108423_g2_i1|m.37",0,3,4,2,3,3,1,0,1,1,1,3
"413","lcl|c218053_g2_i1|m.5517",1,1,1,1,1,2,0,1,0,1,2,1
"417","lcl|c218119_g1_i3|m.5570",4,6,5,3,2,3,2,3,3,2,4,3
"418","lcl|c224725_g2_i1|m.10089",0,2,1,0,0,1,0,0,0,0,1,0
"419","lcl|c234981_g4_i1|m.20476",1,0,0,0,1,0,1,0,1,0,1,1
"420","lcl|c218123_g3_i2|m.5572",3,3,3,1,1,3,4,4,2,3,3,3
"421","lcl|c218197_g1_i1|m.5617",5,6,5,6,5,5,6,6,6,7,4,3
"422","lcl|c218374_g4_i1|m.5754",2,2,2,1,2,2,3,2,2,2,2,2
"424","lcl|c218375_g1_i1|m.5756",4,5,5,3,4,4,3,6,5,6,5,4
"425","lcl|c218513_g6_i3|m.5817",1,1,1,1,1,1,2,2,1,1,2,2
"427","lcl|c218656_g1_i1|m.5888",0,0,1,1,3,2,0,0,0,1,0,0
"433","lcl|c218703_g1_i4|m.5907",4,4,4,3,2,3,4,4,4,2,4,4
"439","lcl|c218722_g1_i2|m.5914",3,1,2,4,2,2,2,2,1,3,1,4
"445","lcl|c129724_g1_i1|m.160",2,9,11,11,12,14,1,1,4,10,8,10
"446","lcl|c218748_g1_i1|m.5931",2,1,2,2,1,1,3,2,1,2,2,2
"457","lcl|c218789_g1_i2|m.5965",2,3,3,3,2,3,3,4,4,3,2,2
"466","lcl|c218814_g3_i7|m.5970",1,1,1,3,2,1,2,1,1,1,1,1
"468","lcl|c218820_g4_i2|m.5974",4,2,3,1,2,4,2,2,1,1,1,3
"470","lcl|c218842_g3_i2|m.5986",7,8,4,7,8,3,6,6,5,7,6,7
"479","lcl|c218842_g3_i2|m.5987",4,4,5,5,6,5,6,5,6,8,6,6
"490","lcl|c218872_g2_i3|m.6012",4,3,1,3,3,5,3,4,5,5,3,2
"501","lcl|c218968_g13_i2|m.6105",2,1,1,1,2,1,2,1,0,1,1,1
"512","lcl|c219122_g1_i1|m.6195",3,2,1,1,3,2,2,3,2,2,1,1
"523","lcl|c219131_g1_i2|m.6201",1,3,2,0,5,2,0,0,1,2,1,0
"534","lcl|c145576_g1_i1|m.265",0,2,0,0,0,1,1,2,2,0,2,2
"535","lcl|c219184_g1_i2|m.6256",3,3,2,2,1,3,2,3,1,3,5,2
"546","lcl|c219194_g2_i4|m.6260",0,1,2,1,2,2,0,0,0,0,2,1
"577","lcl|c219462_g5_i2|m.6388",0,0,0,1,2,0,1,0,0,0,1,0
"588","lcl|c219500_g1_i1|m.6420",0,1,0,1,1,1,0,0,0,0,1,3
"599","lcl|c219556_g4_i1|m.6446",1,4,3,3,4,2,1,3,2,3,3,3
"610","lcl|c219601_g1_i1|m.6471",19,17,18,14,13,17,10,21,16,15,17,16
"621","lcl|c219636_g2_i1|m.6494",6,2,4,3,3,3,3,4,2,3,4,3
"632","lcl|c219636_g2_i3|m.6495",5,3,5,3,3,3,3,4,3,3,3,2
"642","lcl|c160676_g1_i1|m.404",3,7,7,6,7,10,2,3,1,8,6,11
"643","lcl|c219704_g3_i2|m.6534",2,5,6,7,8,3,1,2,1,5,4,6
"654","lcl|c219817_g1_i3|m.6593",4,2,1,1,2,2,1,0,0,1,1,0
"665","lcl|c219828_g4_i5|m.6597",8,5,2,1,1,2,3,9,5,6,3,2
"676","lcl|c219841_g6_i1|m.6610",2,2,1,2,2,2,2,1,3,3,2,1
"687","lcl|c219870_g5_i1|m.6620",3,3,2,1,2,0,2,2,1,3,0,2
"698","lcl|c219901_g4_i1|m.6631",4,2,1,1,2,1,3,1,2,1,3,4
"719","lcl|c220008_g2_i5|m.6705",2,3,3,2,2,3,2,3,2,4,3,2
"730","lcl|c220052_g1_i2|m.6740",0,0,1,1,2,0,2,0,0,0,1,1
"741","lcl|c220142_g1_i3|m.6768",2,1,1,1,1,1,1,1,1,1,1,1
"752","lcl|c161959_g2_i1|m.413",4,2,3,3,4,4,3,3,4,5,3,4
"753","lcl|c220191_g1_i1|m.6799",2,1,2,2,3,2,3,2,1,3,2,4
"764","lcl|c220252_g1_i3|m.6839",1,2,1,2,1,2,1,2,2,2,2,1
"775","lcl|c220300_g3_i1|m.6859",15,12,13,12,10,12,11,13,11,12,16,13
"786","lcl|c220319_g5_i1|m.6862",1,2,1,1,2,2,0,1,1,2,2,2
"797","lcl|c220475_g1_i1|m.6962",3,1,2,2,2,1,2,2,3,2,2,2
"808","lcl|c220485_g3_i1|m.6974",0,0,0,0,0,0,0,0,4,4,3,3
"810","lcl|c220748_g5_i2|m.7116",11,10,14,16,15,14,12,13,7,17,11,21
"811","lcl|c220845_g6_i1|m.7197",2,2,0,1,3,1,1,4,5,3,1,2
"812","lcl|c220897_g5_i4|m.7224",0,1,1,1,1,1,1,1,1,1,1,0
"813","lcl|c163027_g1_i3|m.422",7,6,6,7,5,7,4,10,4,9,5,7
"814","lcl|c220899_g1_i2|m.7227",0,3,1,1,3,4,0,0,1,2,2,4
"815","lcl|c221039_g1_i2|m.7339",1,2,3,2,1,2,3,2,2,2,3,2
"816","lcl|c221077_g1_i1|m.7374",12,12,4,8,9,7,10,13,8,9,8,11
"817","lcl|c221114_g2_i1|m.7405",3,3,2,3,2,1,0,1,1,3,1,3
"818","lcl|c221238_g1_i4|m.7502",2,1,1,2,1,1,2,0,1,4,2,3
"820","lcl|c221396_g5_i1|m.7603",2,0,6,3,2,2,1,0,3,5,11,6
"821","lcl|c221444_g1_i1|m.7638",4,1,2,1,3,2,3,0,2,2,1,2
"823","lcl|c221464_g1_i3|m.7656",1,2,2,1,2,2,2,2,2,2,2,2
"824","lcl|c221662_g2_i4|m.7775",2,2,3,1,2,2,2,3,1,3,2,3
"825","lcl|c164490_g1_i1|m.440",1,1,2,1,2,1,1,1,1,3,3,3
"826","lcl|c221675_g7_i4|m.7785",1,1,1,1,1,1,0,0,1,1,0,1
"828","lcl|c221676_g4_i4|m.7786",0,1,0,0,1,0,0,1,1,1,0,2
"829","lcl|c221736_g1_i11|m.7820",5,4,6,5,6,8,1,4,2,5,5,9
"832","lcl|c221753_g3_i7|m.7844",2,1,2,0,2,3,1,0,1,2,2,2
"834","lcl|c221774_g2_i1|m.7854",1,2,3,1,1,3,0,0,2,1,3,4
"840","lcl|c221849_g1_i2|m.7917",2,2,1,2,1,2,2,2,2,2,2,1
"844","lcl|c221855_g2_i3|m.7925",1,1,1,2,1,1,1,2,2,1,3,2
"848","lcl|c221884_g1_i3|m.7955",1,6,4,8,7,8,1,0,1,7,3,7
"856","lcl|c221925_g1_i3|m.7988",3,2,2,1,3,3,2,1,3,2,2,3
"865","lcl|c221967_g2_i3|m.8016",2,5,5,4,6,7,2,2,3,3,4,6
"873","lcl|c167034_g1_i1|m.471",0,1,3,4,2,3,0,0,0,4,3,2
"874","lcl|c221999_g1_i4|m.8036",3,7,7,7,7,8,2,0,5,5,6,7
"880","lcl|c222155_g2_i1|m.8138",3,5,2,4,2,2,4,7,2,2,3,7
"888","lcl|c222186_g2_i2|m.8151",2,2,2,1,1,1,2,2,1,2,1,1
"895","lcl|c222197_g1_i5|m.8163",2,1,1,2,1,2,1,1,1,2,0,3
"906","lcl|c222276_g1_i3|m.8231",4,3,7,7,6,5,8,6,7,7,7,6
"915","lcl|c222286_g2_i1|m.8232",1,0,0,0,0,0,0,0,2,0,0,0
"920","lcl|c222306_g8_i4|m.8236",3,1,2,1,2,3,1,1,2,2,2,1
"922","lcl|c222398_g1_i4|m.8303",0,1,2,2,2,2,0,0,0,2,2,2
"923","lcl|c222399_g1_i2|m.8304",1,0,2,0,2,1,2,1,1,2,2,2
"924","lcl|c169761_g1_i1|m.505",0,0,2,2,0,0,0,0,0,0,0,0
"925","lcl|c222436_g10_i1|m.8337",2,1,1,1,3,1,1,2,1,3,3,4
"927","lcl|c222484_g2_i1|m.8393",4,5,4,2,5,6,4,7,7,7,7,1
"928","lcl|c222526_g1_i2|m.8408",1,4,2,2,4,3,0,1,0,4,1,3
"929","lcl|c222555_g2_i4|m.8428",5,4,5,4,5,3,2,4,6,6,3,7
"930","lcl|c222558_g2_i4|m.8433",2,2,2,2,2,1,2,1,3,1,1,1
"931","lcl|c222639_g5_i2|m.8480",5,9,9,9,10,8,3,7,5,13,6,9
"932","lcl|c222727_g3_i2|m.8582",7,5,4,4,1,5,3,6,3,6,6,5
"933","lcl|c222929_g2_i3|m.8717",3,4,2,4,3,2,2,2,3,4,2,3
"934","lcl|c169842_g1_i1|m.507",11,19,14,23,21,21,8,7,9,19,17,30
"935","lcl|c222937_g2_i3|m.8724",1,2,2,1,2,3,3,2,2,3,2,3
"936","lcl|c222950_g5_i7|m.8739",5,6,11,10,11,9,6,3,4,10,7,8
"937","lcl|c222971_g1_i1|m.8762",1,0,1,0,2,2,0,1,2,1,1,2
"938","lcl|c223077_g2_i1|m.8858",3,3,1,2,1,1,4,3,8,3,4,6
"939","lcl|c223139_g3_i2|m.8898",2,5,2,3,2,3,2,4,3,3,3,3
"940","lcl|c223163_g2_i2|m.8916",0,0,2,1,2,1,0,0,0,1,1,2
"941","lcl|c223205_g4_i1|m.8934",5,4,2,4,4,3,6,4,4,5,4,5
"942","lcl|c223239_g4_i2|m.8965",4,2,2,2,2,2,3,1,3,3,3,3
"943","lcl|c223247_g3_i6|m.8971",3,2,2,2,1,1,3,3,5,3,2,3
"944","lcl|c223475_g2_i9|m.9154",0,1,1,1,0,0,0,1,1,1,0,0
"945","lcl|c179980_g2_i2|m.640",0,2,1,2,2,2,1,0,2,2,1,2
"946","lcl|c223556_g1_i6|m.9203",1,3,2,2,3,2,3,2,2,2,2,3
"947","lcl|c223561_g2_i1|m.9204",3,2,2,1,3,2,3,2,3,2,3,2
"948","lcl|c223604_g1_i1|m.9235",0,0,0,0,0,0,1,1,1,1,0,0
"949","lcl|c223616_g1_i1|m.9252",6,4,4,4,4,7,5,7,7,8,8,7
"950","lcl|c223677_g1_i1|m.9303",4,3,1,4,3,2,2,5,3,3,2,6
"951","lcl|c223716_g4_i1|m.9328",3,5,0,4,1,1,2,4,3,4,2,4
"952","lcl|c223808_g2_i1|m.9405",2,1,4,2,1,2,3,1,5,2,2,0
"953","lcl|c223842_g4_i5|m.9424",2,5,4,4,10,2,1,0,2,7,4,8
"954","lcl|c223849_g2_i2|m.9432",0,1,1,2,2,2,0,0,1,1,1,2
"955","lcl|c223870_g1_i6|m.9447",4,3,1,2,3,2,2,4,1,2,3,3
"956","lcl|c188047_g2_i2|m.760",4,6,3,4,4,8,3,5,8,8,7,10
"957","lcl|c223990_g2_i1|m.9532",2,2,3,2,1,1,1,1,2,2,0,2
"958","lcl|c224057_g7_i2|m.9572",1,0,1,1,2,2,1,2,3,1,3,2
"959","lcl|c224093_g2_i2|m.9595",0,3,2,3,4,3,0,1,1,3,3,3
"960","lcl|c224182_g8_i1|m.9652",1,2,1,2,0,1,1,2,2,3,0,1
"961","lcl|c224242_g3_i7|m.9677",5,4,3,5,6,4,3,3,3,8,6,8
"962","lcl|c224289_g1_i1|m.9705",4,2,3,5,5,3,5,3,4,2,4,4
"963","lcl|c224332_g10_i1|m.9746",1,1,2,2,1,0,2,2,2,1,4,2
"964","lcl|c224432_g1_i4|m.9787",17,16,14,14,15,18,14,13,14,17,16,15
"965","lcl|c224456_g4_i3|m.9819",2,1,2,2,2,1,1,1,2,2,2,2
"966","lcl|c224457_g1_i1|m.9820",1,2,2,1,2,1,4,2,1,1,1,1
"967","lcl|c224492_g1_i1|m.9850",0,0,0,0,1,1,0,1,2,1,0,1
"968","lcl|c224498_g4_i2|m.9859",2,0,1,0,1,1,0,0,1,1,1,0
"969","lcl|c224574_g1_i7|m.9961",0,0,0,0,0,1,1,0,0,0,0,0
"970","lcl|c224580_g1_i1|m.9970",6,7,15,15,17,14,4,3,3,13,9,15
"971","lcl|c224597_g3_i1|m.10003",5,3,5,3,1,6,3,6,3,5,6,6
"972","lcl|c224667_g2_i1|m.10051",2,2,1,1,1,2,3,2,1,1,1,2
"973","lcl|c224672_g1_i1|m.10055",4,3,8,4,4,4,3,5,2,6,4,3
"974","lcl|c224672_g2_i1|m.10058",14,18,12,16,13,14,8,19,14,21,17,19
"975","lcl|c199545_g1_i1|m.1080",3,4,4,4,8,4,3,1,3,4,3,6
"976","lcl|c224772_g1_i1|m.10116",6,4,4,4,3,2,0,3,1,3,3,4
"977","lcl|c224772_g1_i1|m.10117",3,1,2,3,2,2,2,1,1,2,1,2
"978","lcl|c224781_g7_i2|m.10124",2,3,2,1,2,2,3,2,3,2,2,3
"979","lcl|c224863_g5_i1|m.10190",10,9,7,8,4,6,9,9,8,7,8,9
